Област,Община,Населено място,Училище,Код по Админ,БЕЛ(ООП),,Мат(ПП),,Ист(ПП),,ФА(ПП),,ГИ(ПП),,ХООС(ПП),,Фил(ПП),,БЗО(ПП),,Инф(ПП),,ИТ(ПП),,МУЗ(ПП),,ИИ(ПП),,Пр(ПП),,АЕ(ПП),,,,,,РЕ(ПП),,,,,,НЕ(ПП),,,,,,ИсЕ(ПП),,,,,,ФЕ(ПП),,,,,,ИтЕ(ПП),,,,,,ДИППК-п.р,,ДИППК-тест,,ДИППК-Д.Пр,,ДИППК-пр.,
,,,,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,З,,З,,З,,З,
,,,,,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.
РАЗГРАД,КУБРАТ,ГР.КУБРАТ,"Средно училище ""Христо Ботев""",1701601,50,3.9,,,3,4.53,,,5,03.06,,,7,04.03,8,3.59,,,4,3.15,,,,,,,,,,,23,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РАЗГРАД,КУБРАТ,ГР.КУБРАТ,Професионална гимназия,1701602,17,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.63,,,14,3.6,,
РАЗГРАД,ЛОЗНИЦА,ГР.ЛОЗНИЦА,"ПГВМЗ ""Ал. Стамболийски""",1701702,26,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4.8,,,,,,
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Професионална гимназия по икономика ""Робер Шуман""",1702601,89,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3.31,74,4.74,,
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Национална професионална техническа гимназия ""Шандор Петьофи""",1702602,89,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3.64,,,27,4.38,,
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Професионална гимназия по химични технологии и биотехнологии ""Мария Кюри""",1702603,31,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,4.26,16,05.02,,
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Професионална гимназия по селско стопанство и хранително-вкусови технологии ""Ангел Кънчев""",1702604,28,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,19,4.48,,
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Професионална гимназия по транспорт и строителство ""Христо Смирненски""",1702607,8,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4.9,,,,,,
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Профилирана гимназия с преподаване на чужди езици ""Екзарх Йосиф""",1702608,102,4.64,2,03.07,2,4.41,,,,,,,12,04.09,7,4.14,,,1,05.08,,,,,,,,,15,5.68,61,5,,,1,2,,,,,,,1,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Профилирана природоматематическа гимназия ""Академик Никола Обрешков""",1702609,102,4.56,10,04.02,,,,,1,4.48,,,,,21,4.37,1,4.66,,,,,,,,,,,,,69,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,"Професионална гимназия по облекло ""Станка Николица Спасо-Еленина""",1702629,12,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4.46,,
РАЗГРАД,РАЗГРАД,ГР.РАЗГРАД,Спортно училище - Разград,1702640,18,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4.71,,,,,,
РАЗГРАД,САМУИЛ,С.САМУИЛ,"Средно училище ""Свети Свети Кирил и Методий""",1702901,47,2.89,,,,,,,15,3.8,,,,,24,3.49,,,,,,,,,,,4,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РАЗГРАД,ЦАР КАЛОЯН,ГР.ЦАР КАЛОЯН,"Средно училище ""Христо Ботев""",1703601,5,2.47,,,,,,,5,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,БЯЛА,ГР.БЯЛА,"Средно училище ""Панайот Волов""",1802004,23,3.38,,,,,,,,,,,,,,,,,3,2.36,,,,,,,,,,,20,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,БЯЛА,ГР.БЯЛА,Професионална гимназия,1802005,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2.85,,,6,4.5,,
РУСЕ,ВЕТОВО,ГР.ВЕТОВО,"Средно училище ""Васил Левски"" с професионални паралелки",1803001,11,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.93,,,,
РУСЕ,ВЕТОВО,ГР.ГЛОДЖЕВО,"Средно училище ""Христо Ботев""",1803005,9,3.36,,,,,,,,,,,,,,,,,11,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,ДВЕ МОГИЛИ,ГР.ДВЕ МОГИЛИ,"Средно училище ""Св. св. Кирил и Методий""",1804007,18,3.4,,,4,2.53,,,11,3.28,,,,,2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,ДВЕ МОГИЛИ,ГР.ДВЕ МОГИЛИ,"Професионална гимназия по селско стопанство ""К. А. Тимирязев""",1804008,30,03.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.71,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Английска езикова гимназия "" Гео Милев""",1806201,105,4.73,6,2.92,1,5.77,,,,,,,,,,,,,3,4.57,,,1,5.25,,,,,,,94,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Математическа гимназия ""Баба Тонка""",1806202,101,4.95,32,4.47,,,,,,,,,,,8,05.04,3,4.84,8,4.67,,,,,,,,,,,50,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище за европейски езици ""Свети Константин-Кирил Философ""",1806203,107,4.6,,,5,05.08,,,,,,,,,5,4.38,,,4,3.72,,,,,,,,,60,5.62,25,4.99,,,,,3,4.39,,,1,4.36,1,4.96,,,,,1,5.56,,,,,2,4.32,,,,,,,,,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище с преподаване на немски език ""Фридрих Шилер""",1806204,77,4.46,,,,,,,,,,,1,3.55,,,,,,,,,,,,,,,64,5.73,,,,,,,,,,,,,12,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище ""Йордан Йовков""",1806206,11,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище ""Христо Ботев""",1806207,83,4.55,10,3.77,2,3.76,1,4.35,9,3.23,,,,,17,4.1,,,12,3.91,,,,,,,,,,,36,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище ""Възраждане""",1806208,29,04.04,,,,,,,,,,,,,,,,,,,,,,,13,4.33,,,,,19,04.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Средно училище ""Васил Левски""",1806209,72,4.16,2,2.93,6,4.37,,,16,04.07,,,10,03.09,10,4.24,,,1,4.57,,,,,,,,,13,5.5,15,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,Духовно училище,1806210,4,2.41,,,,,,,4,3.31,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Първо частно средно училище ""Леонардо да Винчи"" ООД",1806213,11,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Професионална гимназия по електротехника и електроника ""Апостол Арнаудов""",1806301,80,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3.87,,,54,5.44,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Професионална гимназия по дървообработване и вътрешна архитектура "" Йосиф Вондрак"" - Русе",1806302,41,03.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3.57,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Професионална гимназия по селско стопанство ""Ангел Кънчев""",1806305,23,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,4.38,,
РУСЕ,РУСЕ,ГР.РУСЕ,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО МЕХАНОТЕХНИКА ""ЮРИЙ ГАГАРИН""",1806306,43,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3.78,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Професионална гимназия по облекло ""Недка Иван Лазарова""",1806307,74,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,4.9,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Професионална гимназия по туризъм ""Иван П. Павлов""",1806309,99,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4.11,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Професионална гимназия по икономика и управление Елиас Канети""",1806310,83,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,5.27,,
РУСЕ,РУСЕ,ГР.РУСЕ,ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО РЕЧНО КОРАБОСТРОЕНЕ И КОРАБОПЛАВАНЕ,1806311,51,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3.76,,,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,Професионална гимназия по транспорт,1806312,32,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.14,14,5.16,9,5.59,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Професионална гимназия по строителство архитектура и геодезия ""Пеньо Пенев""",1806313,75,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,4.2,,,1,5.6,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Професионална гимназия по промишлени технологии ""Атанас Цонев Буров""",1806315,20,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3.85,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"Спортно училище ""Майор Атанас Узунов""",1806401,26,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3.13,,,,
РУСЕ,РУСЕ,ГР.РУСЕ,"НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ПРОФ.ВЕСЕЛИН СТОЯНОВ""",2902105,46,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4.23,,,,
РУСЕ,СЛИВО ПОЛЕ,ГР.СЛИВО ПОЛЕ,"Средно училище ""Св.Паисий Хилендарски""",1807008,8,2.78,,,,,,,,,,,,,9,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СИЛИСТРА,ГЛАВИНИЦА,ГР.ГЛАВИНИЦА,"Средно училище ""Васил Левски""",1900201,26,3.23,,,,,,,,,,,,,3,3.5,,,17,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4.49,,,,,,
СИЛИСТРА,ДУЛОВО,ГР.ДУЛОВО,"Средно училище ""Васил Левски""",1900301,87,3.92,1,4.39,,,,,22,3.6,,,,,44,4.98,,,18,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СИЛИСТРА,ДУЛОВО,ГР.ДУЛОВО,Професионална гимназия по облекло обслужване и транспорт,1900327,16,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4.2,,,,,,
СИЛИСТРА,ДУЛОВО,С.ОКОРШ,"Средно училище ""Йордан Йовков""",1900302,15,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.91,,
СИЛИСТРА,ДУЛОВО,С.ПАИСИЕВО,"Средно училище ""Христо Ботев""",1900303,17,3.26,,,,,,,16,3.16,,,,,1,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СИЛИСТРА,КАЙНАРДЖА,С.СРЕДИЩЕ,"Професионална гимназия по механизация на селското стопанство ""Никола Йонков Вапцаров""",1900405,28,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.61,,,24,4.26,,
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Средно училище ""Никола Йонков Вапцаров""",1900502,20,3.53,,,1,3.83,,,6,3.4,,,,,8,2.34,,,,,,,,,,,,,,,7,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Природоматематическа гимназия ""Св.Климент Охридски""",1900503,67,4.53,14,4.36,7,05.03,,,,,1,4.11,,,10,4.77,1,3.92,9,03.02,,,,,,,,,,,25,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Езикова гимназия ""Пейо Яворов""",1900504,73,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.75,41,4.86,,,,,,,,,1,5.11,7,04.08,,,,,,,,,1,3.75,,,,,,,,,,,,,,,,
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Професионална гимназия по механотехника ""Владимир Комаров""",1900505,42,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3.95,15,4.44,,,,
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Професионална гимназия по стопанско управление, администрация и услуги ""Атанас Буров""",1900506,64,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4.99,,
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Професионална земеделска гимназия ""Добруджа""",1900507,23,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.9,,,9,4.51,,
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Професионална гимназия по строителство ""Пеньо Пенев""",1900508,22,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2.51,,,14,4.22,,
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Професионална гимназия по производствени технологии ""Евлогий Георгиев""",1900510,24,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,21,4.62,,,,
СИЛИСТРА,СИЛИСТРА,ГР.СИЛИСТРА,"Спортно училище ""Дръстър""",1900528,15,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3.94,,,,,,
СИЛИСТРА,СИТОВО,С.СИТОВО,Професионална гимназия по селско стопанство,1900605,19,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4.17,,,,,,
СИЛИСТРА,ТУТРАКАН,ГР.ТУТРАКАН,"Средно училище ""Йордан Йовков""",1900701,33,4.22,,,6,4.32,,,5,2.88,,,,,6,4.26,,,5,4.67,,,,,,,,,,,12,05.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СИЛИСТРА,ТУТРАКАН,ГР.ТУТРАКАН,"Средно училище ""Христо Ботев""",1900702,21,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4.89,7,4.8,,,,
СЛИВЕН,КОТЕЛ,ГР.КОТЕЛ,"Средно училище ""Георги Стойков Раковски""",2000201,59,2.79,,,,,,,,,,,,,12,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3.71,,,,,,
СЛИВЕН,КОТЕЛ,ГР.КОТЕЛ,"Национално училище за фолклорни изкуства ""Филип Кутев""",2902201,32,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4.86,,,,
СЛИВЕН,НОВА ЗАГОРА,ГР.НОВА ЗАГОРА,"Средно училище ""Иван Вазов""",2000304,4,2,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СЛИВЕН,НОВА ЗАГОРА,ГР.НОВА ЗАГОРА,"Средно училище ""Христо Ботев""",2000305,67,04.07,,,8,3.44,,,,,,,,,7,3.13,,,7,3.64,,,,,7,4.32,,,,,38,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СЛИВЕН,НОВА ЗАГОРА,ГР.НОВА ЗАГОРА,Професионална гимназия по селско стопанство,2000306,22,02.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.11,,,,,,
СЛИВЕН,НОВА ЗАГОРА,ГР.НОВА ЗАГОРА,"Професионална гимназия по техника и технологии ""Атанас Димитров""",2000307,33,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.96,,,7,4.71,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Средно училище ""Хаджи Мина Пашов""",2000105,11,2.65,,,,,,,,,,,,,11,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Средно училище "" Пейо Крачолов Яворов """,2000109,32,03.05,,,,,,,,,,,,,,,,,,,,,,,11,2.89,20,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Средно училище ""Йордан Йовков""",2000114,10,3.56,,,,,,,1,2,,,,,,,,,9,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Средно училище ""Константин Константинов""",2000115,18,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5.43,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Професионална гимназия по текстил и облекло ""Добри Желязков""",2000117,13,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.8,,,12,4.18,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Професионална гимназия по електротехника и електроника ""Мария Склодовска-Кюри""",2000118,40,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4.6,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Професионална гимназия по икономика ""Професор доктор Димитър Табаков""",2000119,114,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,5.37,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Професионална гимназия по хотелиерство и туризъм ""Академик Неделчо Неделчев""",2000120,79,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,4.45,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Сливенска професионална гимназия по строителство и геодезия ""Арх. Георги Козаров""",2000122,13,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.48,,,8,05.03,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,Професионална гимназия по механотехника,2000123,38,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2.14,,,18,3.18,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Профилирана природо-математическа гимназия ""Добри П. Чинтулов""",2000126,141,4.7,9,4.71,,,,,15,04.06,1,4.59,,,8,4.69,5,5.49,11,4.93,,,,,,,,,,,91,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Профилирана гимназия с преподаване на западни езици ""Захарий Стоянов""",2000127,151,4.52,3,3.42,2,5.46,,,8,3.92,,,1,4.39,9,3.65,,,,,,,,,,,,,69,5.72,44,4.62,,,,,10,4.85,,,,,4,5.65,,,1,3.58,2,04.03,,,,,,,,,,,,,,,,,,,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Спортно училище ""Димитър Рохов""",2000128,36,03.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,31,5.7,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Профилирана хуманитарна гимназия ""Дамян Дамянов""",2000129,24,3.94,,,2,3.11,,,,,,,11,3.52,,,,,,,,,,,,,,,,,11,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Национална художествена гимназия ""Димитър Добрович""",2902504,23,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,05.02,,,,
СЛИВЕН,ТВЪРДИЦА,ГР.ТВЪРДИЦА,"Средно училище ""Неофит Рилски""",2000402,20,3.26,,,3,3.53,,,,,,,,,13,2.26,,,,,,,,,,,3,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СЛИВЕН,ТВЪРДИЦА,ГР.ШИВАЧЕВО,"Средно училище ""Георги Алексиев Каравелов""",2000408,18,3.96,,,,,,,,,,,11,3.78,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СМОЛЯН,БАНИТЕ,С.БАНИТЕ,"Средно училище ""Христо Ботев""",2100201,12,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4.86,,,,,,
СМОЛЯН,БОРИНО,С.БОРИНО,"Средно училище ""Никола Йонков Вапцаров""",2100301,20,3.97,,,,,,,5,04.05,,,,,,,3,5.8,4,3.2,,,,,,,,,,,5,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СМОЛЯН,ДЕВИН,ГР.ДЕВИН,"Средно училище ""Христо Ботев""",2100401,48,4.17,6,4.2,3,2.41,,,16,3.96,,,8,3.75,14,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СМОЛЯН,ДЕВИН,ГР.ДЕВИН,"Професионална гимназия по електротехника ""А. С. Попов""",2100402,13,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,10,3.79,,
СМОЛЯН,ДОСПАТ,ГР.ДОСПАТ,"Средно училище ""Димитър Благоев""",2101001,35,3.69,,,,,,,,,,,,,,,,,2,04.03,,,,,22,4.49,8,05.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,
